date,rating,text,thumbs_up,city,primary_theme,review_id,compound,pos_score,neg_score,neu_score,sentiment_label,topics,primary_topic,month,week
2025-04-04,5,Quick pickup even during evening rush. Really improving on availability. The app is clean and easy to use. Love being able to track the car in real-time.,27,Phoenix,wait_times,19,0.8622,0.216,0.0,0.784,positive,"['Wait Times & Availability', 'App & UX']",Wait Times & Availability,2025-04,2025-03-31/2025-04-06
2025-04-04,3,The GPS location for pickup is often off by half a block. Confusing.,4,Los Angeles,app_experience,20,-0.4215,0.0,0.13,0.87,negative,"['App & UX', 'Wait Times & Availability']",App & UX,2025-04,2025-03-31/2025-04-06
2025-04-04,4,Quick pickup even during evening rush. Really improving on availability.,12,Los Angeles,wait_times,21,0.3597,0.157,0.0,0.843,positive,['Wait Times & Availability'],Wait Times & Availability,2025-04,2025-03-31/2025-04-06
2025-04-04,4,Pleasantly surprised by the quick pickup. Only waited 2 minutes.,5,Phoenix,wait_times,22,0.0,0.0,0.0,1.0,neutral,['Wait Times & Availability'],Wait Times & Availability,2025-04,2025-03-31/2025-04-06
2025-04-05,3,Trust in the technology has grown with every ride. Now I prefer it over human drivers. The novelty wore off. Now I just notice the long waits and limited coverage.,8,San Francisco,safety_trust,23,0.5719,0.124,0.04,0.836,positive,"['Coverage & Expansion', 'Wait Times & Availability', 'Safety & Trust']",Coverage & Expansion,2025-04,2025-03-31/2025-04-06
2025-04-05,5,Love that there's no surge pricing. The predictable fares are a huge plus.,2,San Francisco,pricing,24,0.7579,0.29,0.0,0.71,positive,"['Pricing & Value', 'Safety & Trust']",Pricing & Value,2025-04,2025-03-31/2025-04-06
2025-04-05,4,"5 stars! Every ride has been great. Clean cars, smooth rides, futuristic experience.",5,Phoenix,general_experience,25,0.9184,0.521,0.0,0.479,positive,"['Ride Quality & Smoothness', 'App & UX']",Ride Quality & Smoothness,2025-04,2025-03-31/2025-04-06
2025-04-05,5,The car handled a sudden obstacle in the road perfectly. Very impressive safety response.,0,Los Angeles,safety_trust,26,0.5849,0.189,0.0,0.811,positive,['Safety & Trust'],Safety & Trust,2025-04,2025-03-31/2025-04-06
2025-04-05,1,Had a bad experience where the car took a very weird route. Added 10 min to my trip. Really polished app. The ride tracking and ETA features work perfectly.,1,San Francisco,general_experience,27,-0.3182,0.076,0.122,0.802,negative,"['App & UX', 'Wait Times & Availability']",App & UX,2025-04,2025-03-31/2025-04-06
2025-04-05,4,The driving quality is outstanding. Handles highway merges and city traffic beautifully.,11,Los Angeles,ride_smoothness,28,0.6124,0.214,0.0,0.786,positive,"['Ride Quality & Smoothness', 'Coverage & Expansion']",Ride Quality & Smoothness,2025-04,2025-03-31/2025-04-06
2025-04-06,5,My elderly mother uses it and feels safe. That says a lot about the trust factor.,4,Los Angeles,safety_trust,29,0.7579,0.243,0.0,0.757,positive,['Safety & Trust'],Safety & Trust,2025-04,2025-03-31/2025-04-06
2025-04-06,5,Smoother than any Uber ride I've ever taken. The car handles turns and stops so gently.,4,Phoenix,ride_smoothness,30,0.0,0.0,0.0,1.0,neutral,['Ride Quality & Smoothness'],Ride Quality & Smoothness,2025-04,2025-03-31/2025-04-06
2025-04-06,3,The holiday pricing was outrageous. Nearly double what I normally pay. Really polished app. The ride tracking and ETA features work perfectly.,6,San Francisco,pricing,31,-0.079,0.093,0.106,0.802,negative,"['App & UX', 'Pricing & Value', 'Wait Times & Availability']",App & UX,2025-04,2025-03-31/2025-04-06
2025-04-06,5,Silky smooth ride every time. The car is so gentle with acceleration and braking.,19,San Francisco,ride_smoothness,32,0.7425,0.281,0.0,0.719,positive,['Ride Quality & Smoothness'],Ride Quality & Smoothness,2025-04,2025-03-31/2025-04-06
2025-04-06,4,Best ride quality of any rideshare service. The car drives like a luxury chauffeur.,12,Phoenix,ride_smoothness,33,0.7579,0.273,0.0,0.727,positive,"['Ride Quality & Smoothness', 'Coverage & Expansion']",Ride Quality & Smoothness,2025-04,2025-03-31/2025-04-06
2025-04-07,1,"Love the ride but hate the wait. 20 minutes is not acceptable when I'm late. Please expand to more cities! I want this everywhere, not just SF and Phoenix.",1,Phoenix,wait_times,34,0.0829,0.102,0.101,0.797,positive,"['Wait Times & Availability', 'Coverage & Expansion']",Wait Times & Availability,2025-04,2025-04-07/2025-04-13
2025-04-07,2,Can never get a car when I actually need one. Wait times need serious improvement. Would rate 5 stars if not for the consistently long wait times in my neighborhood.,0,Phoenix,wait_times,35,0.0,0.0,0.0,1.0,neutral,"['Wait Times & Availability', 'Coverage & Expansion']",Wait Times & Availability,2025-04,2025-04-07/2025-04-13
2025-04-07,1,"Wait times have gotten worse recently. Used to be 5 min, now it's 15+.",0,San Francisco,wait_times,36,-0.4939,0.0,0.167,0.833,negative,['Wait Times & Availability'],Wait Times & Availability,2025-04,2025-04-07/2025-04-13
2025-04-07,3,"The car brakes too hard sometimes, especially at yellow lights. Jerky stops.",4,Los Angeles,ride_smoothness,37,-0.4215,0.0,0.141,0.859,negative,['Ride Quality & Smoothness'],Ride Quality & Smoothness,2025-04,2025-04-07/2025-04-13
2025-04-07,5,Really polished app. The ride tracking and ETA features work perfectly.,15,Phoenix,app_experience,38,0.4927,0.196,0.0,0.804,positive,"['App & UX', 'Wait Times & Availability']",App & UX,2025-04,2025-04-07/2025-04-13
2025-04-07,5,The ride quality alone makes this worth it. So much smoother than human drivers.,13,Phoenix,ride_smoothness,39,0.3612,0.111,0.0,0.889,positive,"['Ride Quality & Smoothness', 'Pricing & Value']",Ride Quality & Smoothness,2025-04,2025-04-07/2025-04-13
2025-04-07,1,My biggest frustration is the limited coverage area. Can't get to the airport yet. Pricing is fair and often cheaper than Uber during surge times.,1,Phoenix,coverage_area,40,0.0,0.051,0.051,0.898,neutral,"['Coverage & Expansion', 'Pricing & Value']",Coverage & Expansion,2025-04,2025-04-07/2025-04-13
2025-04-08,5,The car handled a sudden obstacle in the road perfectly. Very impressive safety response. Got nervous when the car hesitated at a 4-way stop for way too long.,17,San Francisco,safety_trust,41,-0.0534,0.094,0.101,0.806,negative,"['Safety & Trust', 'Wait Times & Availability']",Safety & Trust,2025-04,2025-04-07/2025-04-13
2025-04-08,5,Life-changing service for someone who can't drive. Thank you Waymo! Not fully confident yet. The car sometimes makes decisions that feel unpredictable.,0,Los Angeles,general_experience,42,-0.6977,0.0,0.142,0.858,negative,"['Safety & Trust', 'Coverage & Expansion']",Safety & Trust,2025-04,2025-04-07/2025-04-13
2025-04-08,5,The car is incredibly cautious at crosswalks and around pedestrians. Trust it completely.,35,Phoenix,safety_trust,43,0.4939,0.167,0.0,0.833,positive,['Safety & Trust'],Safety & Trust,2025-04,2025-04-07/2025-04-13
2025-04-08,4,Great value for the ride quality you get. Worth every penny.,2,San Francisco,pricing,44,0.7184,0.308,0.0,0.692,positive,"['Pricing & Value', 'Ride Quality & Smoothness']",Pricing & Value,2025-04,2025-04-07/2025-04-13
2025-04-09,2,Can't use it for my daily commute because my office is outside the service area.,23,Phoenix,coverage_area,45,0.0,0.0,0.0,1.0,neutral,['Coverage & Expansion'],Coverage & Expansion,2025-04,2025-04-07/2025-04-13
2025-04-09,4,Trust in the technology has grown with every ride. Now I prefer it over human drivers.,0,San Francisco,safety_trust,46,0.7184,0.222,0.0,0.778,positive,['Safety & Trust'],Safety & Trust,2025-04,2025-04-07/2025-04-13
2025-04-09,3,Really polished app. The ride tracking and ETA features work perfectly.,8,Los Angeles,app_experience,47,0.4927,0.196,0.0,0.804,positive,"['App & UX', 'Wait Times & Availability']",App & UX,2025-04,2025-04-07/2025-04-13
2025-04-09,5,"The ride was incredibly smooth. Way better than most human drivers I've had in rideshare. The car brakes too hard sometimes, especially at yellow lights. Jerky stops.",40,Phoenix,ride_smoothness,48,0.5563,0.15,0.062,0.788,positive,['Ride Quality & Smoothness'],Ride Quality & Smoothness,2025-04,2025-04-07/2025-04-13
2025-04-09,5,The car is incredibly cautious at crosswalks and around pedestrians. Trust it completely.,4,San Francisco,safety_trust,49,0.4939,0.167,0.0,0.833,positive,['Safety & Trust'],Safety & Trust,2025-04,2025-04-07/2025-04-13
2025-04-09,1,Wish they would expand to the suburbs. I can only use it in the city center.,4,San Francisco,coverage_area,50,0.0,0.0,0.0,1.0,neutral,['Coverage & Expansion'],Coverage & Expansion,2025-04,2025-04-07/2025-04-13
2025-04-09,4,The driving quality is outstanding. Handles highway merges and city traffic beautifully.,3,Los Angeles,ride_smoothness,51,0.6124,0.214,0.0,0.786,positive,"['Ride Quality & Smoothness', 'Coverage & Expansion']",Ride Quality & Smoothness,2025-04,2025-04-07/2025-04-13
2025-04-10,5,Great value for the ride quality you get. Worth every penny.,4,San Francisco,pricing,52,0.7184,0.308,0.0,0.692,positive,"['Pricing & Value', 'Ride Quality & Smoothness']",Pricing & Value,2025-04,2025-04-07/2025-04-13
2025-04-10,2,Had trouble with the app not recognizing my pickup location in a parking garage.,2,Phoenix,app_experience,53,0.0,0.0,0.0,1.0,neutral,"['App & UX', 'Wait Times & Availability']",App & UX,2025-04,2025-04-07/2025-04-13
2025-04-10,4,The new Atlanta service area is great. Covers most of the places I need to go.,39,Los Angeles,coverage_area,54,0.5423,0.143,0.0,0.857,positive,['Coverage & Expansion'],Coverage & Expansion,2025-04,2025-04-07/2025-04-13
2025-04-11,5,Trust in the technology has grown with every ride. Now I prefer it over human drivers.,20,Los Angeles,safety_trust,55,0.7184,0.222,0.0,0.778,positive,['Safety & Trust'],Safety & Trust,2025-04,2025-04-07/2025-04-13
2025-04-11,1,Would rate 5 stars if not for the consistently long wait times in my neighborhood.,8,San Francisco,wait_times,56,0.0,0.0,0.0,1.0,neutral,"['Wait Times & Availability', 'Coverage & Expansion']",Wait Times & Availability,2025-04,2025-04-07/2025-04-13
2025-04-11,5,"Great app design. Setting pickup and dropoff locations is intuitive. Simple, clean interface. Booking a ride takes literally 10 seconds.",4,Los Angeles,app_experience,57,0.8555,0.286,0.0,0.714,positive,"['App & UX', 'Wait Times & Availability']",App & UX,2025-04,2025-04-07/2025-04-13
2025-04-11,5,The consistency is what I love most. Every ride is the same great quality.,0,San Francisco,general_experience,58,0.8271,0.322,0.0,0.678,positive,['Ride Quality & Smoothness'],Ride Quality & Smoothness,2025-04,2025-04-07/2025-04-13
2025-04-11,5,The defensive driving is excellent. The car gives cyclists extra space automatically.,17,San Francisco,safety_trust,59,0.6124,0.214,0.0,0.786,positive,"['Safety & Trust', 'Ride Quality & Smoothness']",Safety & Trust,2025-04,2025-04-07/2025-04-13
2025-04-12,4,Best ride quality of any rideshare service. The car drives like a luxury chauffeur.,0,San Francisco,ride_smoothness,60,0.7579,0.273,0.0,0.727,positive,"['Ride Quality & Smoothness', 'Coverage & Expansion']",Ride Quality & Smoothness,2025-04,2025-04-07/2025-04-13
2025-04-12,3,"The car brakes too hard sometimes, especially at yellow lights. Jerky stops. Smoother than any Uber ride I've ever taken. The car handles turns and stops so gently.",2,Los Angeles,ride_smoothness,61,-0.4215,0.0,0.065,0.935,negative,['Ride Quality & Smoothness'],Ride Quality & Smoothness,2025-04,2025-04-07/2025-04-13
2025-04-12,5,"After 100+ rides, I can say this is the most reliable transportation option I have. Love how the car takes turns - no jerky movements, just smooth sailing.",4,San Francisco,general_experience,62,0.9191,0.291,0.0,0.709,positive,['Ride Quality & Smoothness'],Ride Quality & Smoothness,2025-04,2025-04-07/2025-04-13
2025-04-12,3,The app experience is premium. Love the music and climate controls in the app. Not fully confident yet. The car sometimes makes decisions that feel unpredictable.,8,San Francisco,app_experience,63,0.4059,0.169,0.113,0.717,positive,"['Safety & Trust', 'App & UX']",Safety & Trust,2025-04,2025-04-07/2025-04-13
2025-04-12,5,"Simple, clean interface. Booking a ride takes literally 10 seconds.",4,San Francisco,app_experience,64,0.4404,0.192,0.0,0.808,positive,['App & UX'],App & UX,2025-04,2025-04-07/2025-04-13
2025-04-12,3,Amazing technology. I tell everyone about Waymo. It's truly impressive.,50,San Francisco,general_experience,65,0.8357,0.457,0.0,0.543,positive,['General Experience'],General Experience,2025-04,2025-04-07/2025-04-13
2025-04-12,2,Would rate 5 stars if not for the consistently long wait times in my neighborhood.,1,San Francisco,wait_times,66,0.0,0.0,0.0,1.0,neutral,"['Wait Times & Availability', 'Coverage & Expansion']",Wait Times & Availability,2025-04,2025-04-07/2025-04-13
2025-04-12,2,Got nervous when the car hesitated at a 4-way stop for way too long. Had trouble with the app not recognizing my pickup location in a parking garage.,6,Phoenix,safety_trust,67,-0.6124,0.0,0.103,0.897,negative,"['Wait Times & Availability', 'Safety & Trust', 'App & UX']",Wait Times & Availability,2025-04,2025-04-07/2025-04-13
2025-04-13,1,Had a bad experience where the car took a very weird route. Added 10 min to my trip. The driving quality is outstanding. Handles highway merges and city traffic beautifully.,33,Phoenix,general_experience,68,-0.1263,0.095,0.111,0.794,negative,"['Ride Quality & Smoothness', 'Coverage & Expansion']",Ride Quality & Smoothness,2025-04,2025-04-07/2025-04-13
2025-04-13,5,The defensive driving is excellent. The car gives cyclists extra space automatically.,5,Phoenix,safety_trust,69,0.6124,0.214,0.0,0.786,positive,"['Safety & Trust', 'Ride Quality & Smoothness']",Safety & Trust,2025-04,2025-04-07/2025-04-13
2025-04-13,1,UI is confusing for first-time users. My parents couldn't figure out how to book.,5,San Francisco,app_experience,70,-0.4215,0.0,0.114,0.886,negative,['App & UX'],App & UX,2025-04,2025-04-07/2025-04-13
2025-04-14,3,Service area is still too small. Half my regular destinations aren't covered.,21,San Francisco,coverage_area,71,-0.2023,0.0,0.068,0.932,negative,['Coverage & Expansion'],Coverage & Expansion,2025-04,2025-04-14/2025-04-20
2025-04-14,5,Life-changing service for someone who can't drive. Thank you Waymo!,31,Phoenix,general_experience,72,0.0,0.0,0.0,1.0,neutral,['Coverage & Expansion'],Coverage & Expansion,2025-04,2025-04-14/2025-04-20
2025-04-14,2,The app drains my battery like crazy. Needs optimization badly.,0,San Francisco,app_experience,73,-0.3612,0.0,0.143,0.857,negative,['App & UX'],App & UX,2025-04,2025-04-14/2025-04-20
2025-04-14,1,The fare estimate was $15 but I was charged $22. Pricing transparency needs work. The app drains my battery like crazy. Needs optimization badly.,14,Phoenix,pricing,74,-0.3612,0.0,0.067,0.933,negative,"['Pricing & Value', 'App & UX']",Pricing & Value,2025-04,2025-04-14/2025-04-20
2025-04-14,5,Great value for the ride quality you get. Worth every penny.,34,Phoenix,pricing,75,0.7184,0.308,0.0,0.692,positive,"['Pricing & Value', 'Ride Quality & Smoothness']",Pricing & Value,2025-04,2025-04-14/2025-04-20
2025-04-14,5,The app experience is premium. Love the music and climate controls in the app. The biggest issue is reliability of pickup times. I've been burned too many times.,21,San Francisco,app_experience,76,0.4404,0.16,0.102,0.738,positive,"['Wait Times & Availability', 'App & UX']",Wait Times & Availability,2025-04,2025-04-14/2025-04-20
2025-04-14,1,The car seemed to struggle with speed bumps and rough road surfaces.,52,Los Angeles,ride_smoothness,77,-0.3612,0.0,0.12,0.88,negative,['Ride Quality & Smoothness'],Ride Quality & Smoothness,2025-04,2025-04-14/2025-04-20
2025-04-14,5,The driving quality is outstanding. Handles highway merges and city traffic beautifully.,0,San Francisco,ride_smoothness,78,0.6124,0.214,0.0,0.786,positive,"['Ride Quality & Smoothness', 'Coverage & Expansion']",Ride Quality & Smoothness,2025-04,2025-04-14/2025-04-20
2025-04-15,5,Coverage in SF is excellent now. Can go almost anywhere in the city.,2,San Francisco,coverage_area,79,0.6124,0.2,0.0,0.8,positive,['Coverage & Expansion'],Coverage & Expansion,2025-04,2025-04-14/2025-04-20
2025-04-15,2,The coverage map is confusing and the boundaries keep changing.,0,Los Angeles,coverage_area,80,-0.4215,0.0,0.167,0.833,negative,"['Coverage & Expansion', 'App & UX']",Coverage & Expansion,2025-04,2025-04-14/2025-04-20
2025-04-15,5,Quick pickup even during evening rush. Really improving on availability.,1,Phoenix,wait_times,81,0.3597,0.157,0.0,0.843,positive,['Wait Times & Availability'],Wait Times & Availability,2025-04,2025-04-14/2025-04-20
2025-04-15,5,The ride quality alone makes this worth it. So much smoother than human drivers. The biggest issue is reliability of pickup times. I've been burned too many times.,2,Phoenix,ride_smoothness,82,-0.4215,0.052,0.115,0.833,negative,"['Ride Quality & Smoothness', 'Wait Times & Availability', 'Pricing & Value']",Ride Quality & Smoothness,2025-04,2025-04-14/2025-04-20
2025-04-15,5,Best tech product I've used this year. Waymo is genuinely impressive. The driving quality is outstanding. Handles highway merges and city traffic beautifully.,2,Phoenix,general_experience,83,0.9061,0.304,0.0,0.696,positive,"['Ride Quality & Smoothness', 'Coverage & Expansion']",Ride Quality & Smoothness,2025-04,2025-04-14/2025-04-20
2025-04-15,1,Got nervous when the car hesitated at a 4-way stop for way too long.,8,Los Angeles,safety_trust,84,-0.6124,0.0,0.2,0.8,negative,"['Safety & Trust', 'Wait Times & Availability']",Safety & Trust,2025-04,2025-04-14/2025-04-20
2025-04-15,3,Can't use it for my daily commute because my office is outside the service area.,20,Phoenix,coverage_area,85,0.0,0.0,0.0,1.0,neutral,['Coverage & Expansion'],Coverage & Expansion,2025-04,2025-04-14/2025-04-20
2025-04-15,5,"No tipping awkwardness and the pricing is transparent. Win-win. 5 stars! Every ride has been great. Clean cars, smooth rides, futuristic experience.",9,San Francisco,pricing,86,0.9381,0.375,0.0,0.625,positive,"['Pricing & Value', 'Ride Quality & Smoothness', 'App & UX']",Pricing & Value,2025-04,2025-04-14/2025-04-20
2025-04-15,5,Pricing is fair and often cheaper than Uber during surge times.,7,Phoenix,pricing,87,0.3182,0.115,0.0,0.885,positive,['Pricing & Value'],Pricing & Value,2025-04,2025-04-14/2025-04-20
2025-04-16,5,Pricing is fair and often cheaper than Uber during surge times.,1,San Francisco,pricing,88,0.3182,0.115,0.0,0.885,positive,['Pricing & Value'],Pricing & Value,2025-04,2025-04-14/2025-04-20
2025-04-16,4,The driving quality is outstanding. Handles highway merges and city traffic beautifully.,15,Phoenix,ride_smoothness,89,0.6124,0.214,0.0,0.786,positive,"['Ride Quality & Smoothness', 'Coverage & Expansion']",Ride Quality & Smoothness,2025-04,2025-04-14/2025-04-20
2025-04-16,4,Life-changing service for someone who can't drive. Thank you Waymo! The fare estimate was $15 but I was charged $22. Pricing transparency needs work.,1,San Francisco,general_experience,90,0.0,0.0,0.0,1.0,neutral,"['Pricing & Value', 'Coverage & Expansion']",Pricing & Value,2025-04,2025-04-14/2025-04-20
2025-04-16,4,The ride was incredibly smooth. Way better than most human drivers I've had in rideshare.,3,San Francisco,ride_smoothness,91,0.7501,0.268,0.0,0.732,positive,['Ride Quality & Smoothness'],Ride Quality & Smoothness,2025-04,2025-04-14/2025-04-20
2025-04-16,5,Consistently smooth rides. The car navigates complex intersections with ease.,8,Phoenix,ride_smoothness,92,0.5106,0.204,0.0,0.796,positive,['Ride Quality & Smoothness'],Ride Quality & Smoothness,2025-04,2025-04-14/2025-04-20
2025-04-16,5,Quick pickup even during evening rush. Really improving on availability.,19,Los Angeles,wait_times,93,0.3597,0.157,0.0,0.843,positive,['Wait Times & Availability'],Wait Times & Availability,2025-04,2025-04-14/2025-04-20
2025-04-16,4,The car handled a sudden obstacle in the road perfectly. Very impressive safety response.,9,Phoenix,safety_trust,94,0.5849,0.189,0.0,0.811,positive,['Safety & Trust'],Safety & Trust,2025-04,2025-04-14/2025-04-20
2025-04-17,5,"After 100+ rides, I can say this is the most reliable transportation option I have. Prices have gone up a lot recently. It used to be much more affordable.",3,San Francisco,general_experience,95,0.4939,0.075,0.0,0.925,positive,['Pricing & Value'],Pricing & Value,2025-04,2025-04-14/2025-04-20
2025-04-17,3,Was nervous at first but after 50+ rides I trust the technology completely.,1,Phoenix,safety_trust,96,0.1027,0.157,0.129,0.714,positive,['Safety & Trust'],Safety & Trust,2025-04,2025-04-14/2025-04-20
2025-04-17,1,"Please expand to more cities! I want this everywhere, not just SF and Phoenix. Not fully confident yet. The car sometimes makes decisions that feel unpredictable.",10,San Francisco,coverage_area,97,-0.6977,0.0,0.127,0.873,negative,"['Safety & Trust', 'Coverage & Expansion']",Safety & Trust,2025-04,2025-04-14/2025-04-20
2025-04-17,2,Love the ride but hate the wait. 20 minutes is not acceptable when I'm late. Wish they would expand to the suburbs. I can only use it in the city center.,8,Los Angeles,wait_times,98,0.0077,0.096,0.095,0.809,neutral,"['Wait Times & Availability', 'Coverage & Expansion']",Wait Times & Availability,2025-04,2025-04-14/2025-04-20
2025-04-17,5,Trust in the technology has grown with every ride. Now I prefer it over human drivers.,4,Los Angeles,safety_trust,99,0.7184,0.222,0.0,0.778,positive,['Safety & Trust'],Safety & Trust,2025-04,2025-04-14/2025-04-20
2025-04-17,1,Had to cancel after waiting 18 minutes. No cars available apparently.,0,Los Angeles,wait_times,100,-0.3612,0.0,0.143,0.857,negative,['Wait Times & Availability'],Wait Times & Availability,2025-04,2025-04-14/2025-04-20
2025-04-18,3,Life-changing service for someone who can't drive. Thank you Waymo!,11,Los Angeles,general_experience,101,0.0,0.0,0.0,1.0,neutral,['Coverage & Expansion'],Coverage & Expansion,2025-04,2025-04-14/2025-04-20
2025-04-18,2,The car stopped in the middle of the road for no reason. Scary experience.,9,Los Angeles,safety_trust,102,0.4023,0.116,0.0,0.884,positive,['Safety & Trust'],Safety & Trust,2025-04,2025-04-14/2025-04-20
2025-04-18,4,The estimated arrival time was accurate. Car showed up right on time.,3,San Francisco,wait_times,103,0.4215,0.141,0.0,0.859,positive,['Wait Times & Availability'],Wait Times & Availability,2025-04,2025-04-14/2025-04-20
2025-04-18,3,"Love how the car takes turns - no jerky movements, just smooth sailing. The coverage map is confusing and the boundaries keep changing.",2,Los Angeles,ride_smoothness,104,0.7925,0.257,0.068,0.676,positive,"['Ride Quality & Smoothness', 'Coverage & Expansion', 'App & UX']",Ride Quality & Smoothness,2025-04,2025-04-14/2025-04-20
2025-04-18,1,The novelty wore off. Now I just notice the long waits and limited coverage.,18,Los Angeles,general_experience,105,-0.3182,0.0,0.091,0.909,negative,"['Coverage & Expansion', 'Wait Times & Availability']",Coverage & Expansion,2025-04,2025-04-14/2025-04-20
2025-04-19,4,So glad they expanded to my neighborhood! Coverage keeps getting better.,3,San Francisco,coverage_area,106,0.7569,0.344,0.0,0.656,positive,['Coverage & Expansion'],Coverage & Expansion,2025-04,2025-04-14/2025-04-20
2025-04-19,4,Best rideshare experience available. The novelty never wears off.,17,Phoenix,general_experience,107,0.5423,0.238,0.0,0.762,positive,['Wait Times & Availability'],Wait Times & Availability,2025-04,2025-04-14/2025-04-20
2025-04-19,5,Quick pickup even during evening rush. Really improving on availability. So glad they expanded to my neighborhood! Coverage keeps getting better.,28,Phoenix,wait_times,108,0.8393,0.262,0.0,0.738,positive,"['Wait Times & Availability', 'Coverage & Expansion']",Wait Times & Availability,2025-04,2025-04-14/2025-04-20
2025-04-19,4,Great app design. Setting pickup and dropoff locations is intuitive.,19,Phoenix,app_experience,109,0.7579,0.36,0.0,0.64,positive,"['App & UX', 'Wait Times & Availability']",App & UX,2025-04,2025-04-14/2025-04-20
2025-04-19,5,"Safer than human drivers honestly. No distracted driving, no phone use, always alert.",12,Phoenix,safety_trust,110,0.0,0.0,0.0,1.0,neutral,"['Safety & Trust', 'Ride Quality & Smoothness']",Safety & Trust,2025-04,2025-04-14/2025-04-20
